China;Jiangxi Total Industry Co. Ltd.;"No. 858, Total Industrial Park, Jinsha 3 Road, Xiaolan, Economic. ;Jiangxi;Nanchang
Development Zone Nanchang”
China;Jiangxi Yongfeng Perfect Eagle Knitters Ltd.;No. 5 New Area, Qiao Nan Industrial District, Yong Feng;Jiangxi;Ji'an
China;Jiangyin Gaoli Garment Making Co. Ltd;No.5 Wanfu Road, Zhuhuang Industry Zone, Zhutang Town;Jiangsu;Jiangyin
China;Jiangyin Junfeng Knitting Factory;Xinxu Road No. 5, Zhutang Town;Jiangsu;Zhutang
China;Jiangyin ShenYuan Knit Garment Factory;No. 3 Huanxi Industry B Area Road, Zhutang Town;Jiangsu;Jiangyin
China;Jiangyin Xiehe Knitwear Co. Ltd.;B Area, Industrial Park, Zhutang Town;Jiangsu;Jiangyin
China;Jiaxing Yinlong Garment Co. Ltd. ;No. 237, Fujianxincun, Zhapu;Zhejiang;Jiaxing
China;Jinhua A&C Clothing Co Ltd;No.1266 Qiubin, Bada Road;Zhejiang;Jinhua
China;Jining Aisi Garment factory Col. Ltd.;Middle of Shiji Road, Economic Development Zone, Wenshang;Shandong;Jining
China;Jining Dacheng Garment Factory Co. Ltd.;No.1 Xinghua Road;Shandong;Jining
China;Jining Jincheng Garment Ltd;Ciqui County, Fenshang Prefecture;Shandong;Jining
China;Jining Luning Down-Products Factory Co. Ltd.;Che Zhen Xi Road;Shandong;Jining
China;Jinjiang Libixing Garments & Weaving ;66 Gaoxing Road, Gaohu Industrial Zone, Yinglin Town;Fujian;Jinjiang
China;Jinyuan Apparel Co.;Jin Cheng Industrial Area, Jintan City;Jiangsu;Changzhou
China;Junepink Underwear Industrial Shantou;Beihuan Avenue, Yiying Industrial Zone, Xiashan, Chaonan District;Guangdong;ShantouChina;Kam Tai Fung;Xinghua Road, Longhua Town,  Boluo County;Guangdong;Huizhou
China;Kenson Textiles;A3 Building 10th Industry, Liangshan Road, ZhunCun, Tianhe District;Guangdong;Guangzhou
China;Kenteen Garment Factory;No 4 Building, No 15 Groupd Industrial Area, Che Pi Village, Dong Pu Town, Tianhe District;Guangdong;Guangzhou
China;Koko Garment Factory of Huizhou;Hui South 33,  He Nan'an;Guangdong;Huizhou
China;Lanxi Caiyuan Cosmetic Co. Ltd.;Dongzhai Village, Xiangxi Town;Zhejiang;Lanxi
China;Li Fu Enterprises;Huang Zhu Yuan Ind. District. Mai Yuan Managing Zone, Chang Ping Town;Guangdong;Dongguan
China;Li Yang Garment Factory;Cha Nan Road, Cha Shan Town;Guangdong;Dongguan
China;Lianshui Huyuan Co.Ltd;Wugang Industrial Area,Lianshui County;Jiangsu;Huaian
China;Lianyungang Shengxin Garments Factory;No. 1 Jinqui Road Development Zones, Lianyun District;Jiangsu;Lianyungang
China;Liaoning Yongxing Knitting Co.;No. 40, Hunhe Nan Road, Xinfu District;Liaoning;Fushun
China;Linhai Dincheng Optical;Duqian Village,Duqiao Town;Zhejiang;Linhai
China;Long Fung Garment Factory;Sun Wu Industrial Zone, Chashan Town;Guangdong;Dongguan
China;Longnan Garment;No.1 West Road,Jin Tang Economic Technical Area,Long Nan County;Jiangxi;Gangzhou
China;Mao Ming Fu Gao Clothing Products Co. Ltd;No. 1 Xiangmao Road, Xingshan, Shigu Town;Guangdong;Gaozhou
China;Nanjing Phaerie Clothing Factory;No.15, Longjing Road, Gaochun County;Jiangsu;Nanjing
China;Nantong Mengtian Costume Co. Ltd;No. 28 Jianghai Road, Xiahehe;Jiangsu;Qidong
China;Nantong Sunny Hats & Cap Co;No.88 Buzhong Road, Caobu Town;Jiangsu;Rudong
China;Nantong Zhenzhi Fushi Co. Ltd.;Changsha Town, Rudong City;Jiangsu;Nantong
China;New Chengshin Clothing;No. 28 Nanpaifang Street, Beishan;Guangdong;Zhuhai
China;Ningbo Asian Garments Ltd.;No. 655-77, Qiming Road, Yinzhou District;Zhejiang;Ningbo
China;Ningbo Hailu Garment Co.;Qianfeng Village, Tanxi Town, Yinzhou District;Zhejiang;Ningbo
China;Ningbo Jinduo Garment Co.;Chenhenglou Village, Gulin Town, Yinzhou;Zhejiang;Ningbo
China;Ningbo Luoqi Knitting Factory Co. Ltd.;No. 257 Hexiao East Road, Dongqiao, Yinzhou;Zhejiang;Ningbo
China;Ningbo Ningfeng Image Knitting Co. Ltd.;Zhangjiadian, Dongqiao Town;Zhejiang;Ningbo
China;Ningbo Rouse Garment Processing Industrial Co. ;Rouse Industrial Park, Shiqi Street, Yinzhou District;Zhejiang;Ningbo
Ltd.
China;Ningbo Sky-South Garment Co. Ltd.;Beidu, Shiqi;Zhejiang;Ningbo
China;Ningbo Times Garments Co. Ltd.;Xiangshangang East Road, Juexi Street, Xingshan County;Zhejiang;Ningbo
China;Ningbo Yinzhou Daocheng Garment Co. Ltd.;Gulin Town, No 29 Wen Wei Lu;Zhejiang;Ningbo
China;Ningbo Yongmei Sweater Company;No. 308 Chengnan E Road, Cicheng;Zhejiang;Ningbo
China;Ningjin Lishi Garment Factory Co. Ltd.;No. 40 Ningxin Road, Ningjin County;Hebei;Xingtai
China;Nomansa Textile Screen & Technology Co.Ltd;No. 267 Xianhu Road, Shengzhou Economy Development ;Zhejiang;Shaoxing
China;Oriental Pacific;Golden Dragon Industrial, Zilongkwan, Liaobu;Hong Kong;Dongguan
China;Oya Home Mft. Ltd.;Right Side No.2, North 3rd Road, ChiKan Village, Shi Pai Town;Guangdong;Dongguan
China;Pansy Garment Co. Ltd.;Xing Ye Road,Shiwan Town,Boluo County;Guangdong;Huizhou
China;Pinghu Lianda Garment;Tingjian Road, Zhapu Town;Zhejiang;PinghuChina;PingHu Yaxin Garments Factory;No.75 Yaxin Street, XinMiao Town;Zhejiang;Pinghu
China;Pingli Tongxin Garment Factory Co. Ltd. ;Xiao Nan Quan Community, Pingyi;Shandong;Linyi
China;Proficient Garment International;2nd Floor, Lu Wu Industrial Zone,Cha San Town;Guangdong;Dongguan
China;Prudent Garments (Wujiang) Co. Ltd.;359 Orient Road, Tao Yuan Town, Wujiang;Jiangsu;Suzhou
China;Pujiang Feida Knitting Factory Co. Ltd.;Dongzong Jiu Road, Pujiang Economy Development Zone;Zhejiang;Jinhua
China;QianShan JinLu Garment Factory ;No. 1 Qianyang Road, Qianshan Economic and Development Zone, Anqing City, Anhui;Anhui;Anqing
China;Qidong Xinlilai Make Clothing Co.;Qintangang Town;Jiangsu;Qidong
China;Qingdao Fit Garment Co. Ltd.;Hongbu Village, Liuting Street, Chengyang District;Shandong;Qingdao
China;Qingdao Gabi Fashion Jewelry ;Dong Li u Ting Industrial, Li Jiao Qiao Bei, Dong Liu Ting Village, Liu Ting Town, Cheng ;Shandong;Qingdao
Yang District
China;Qingdao Golden Jewelry Co. Ltd.(MQ);No.158 Qiyang Road,Gumiao Industrial Zone,Chengyang District;Shandong;Qingdao
China;Qingdao Grace Accessory Co Ltd;Yunhai Road, Qiujiagoucha Village, Tongji Office, Jimo;Shandong;Qingdao
China;Qingdao Huaxu Jewelries Co.Ltd;The Industrial Park of the electronic, Huaxian Road, Chengyan District;Shandong;Qingdao
China;Qingdao Keumlim Jewelry;Hualing Road, Xiazhuang St.Chengyang District;Shandong;Qingdao
China;Qingdao Newday Footwear;Jianshe Road, Nancun Town, Pingdu;Shandong;Qingdao
China;Qingdao Sunmeo Textiles Co. Ltd.;No. 699 Langgangshan Road, Economic and Technology Zone, Huangdao District;Shandong;Qingdao
China;Qingdao XinShunJin Crafts;Fuxing Road,Wali Idustrial Zone,Liuting Street,Chengyang District;Shandong;Qingdao
China;Qingdao Xuchang Garment Ltd.;No. 193 Shuangyuan Road, Chengyang District;Shandong;Qingdao
China;Quanzhou Jinke Garments Co. Ltd.;Jinke Building, Xianjing Industrial Zone, Fuqiao, Licheng District;Fujian;Quanzhou
China;Quanzhou Silang Garments Co.;Building No. 2, No. 26 Zishan Road, Jiangnan High-Tech Park, Licheng District;Fujian;Quanzhou
China;Quanzhou Suntex Garments Co. Ltd.;No. 32 Maitai Road, Qingmeng Economy and Technology Developing Zone ;Fujian;Quanzhou
China;Quanzhou Yusheng Garments Co. Ltd;No 120 Fanrong Road, Fuqiao, Licheng ;Fujian;Quanzhou
China;Rudong Knitting Fashion Accessories Co. Ltd;No.18 Huanghe Road, Economy Development Area;Jiangsu;Rudong
China;Rui Feng;Silingdi, Xinwu Village, Xiaojinkou County, Pagang District;Guangdong;Huizhou
China;Shandong Tianyuan Garment Co. Ltd;Huancheng Garden, Ninyang;Shandong;Taian
China;Shanghai Conch Apparel Co.;2085 Liuxiang Road, Jiading District, Shanghai;Shanghai;Shanghai
China;Shanghai Jian Hao Fashion Accessories;No.108 Jiagao Road, Lane 828, Minhang District;Jiangsu;Shanghai
China;Shanghai Jingli Garment Making Co.;No.1006 Xinjianfeng, Langxia Town, Jinshan District;Shanghai;Shanghai
China;ShangHai Leather Glove Co. Ltd.;No.168 Zhoujiabang Village, Xiao Kunshan Town, Songjiang District ;Shanghai;Shanghai
China;Shanghai Qinfa Fashion Co.;No.102-2 Jinju Road,. Songjiang District;Shanghai;Shanghai
China;Shanghai Tianhong Knitting Hat ;286 Tianjiu Road,Sheshan Town,Songjiang;Jiangsu;Shanghai
China;Shanwei Xing Lian Knitting Fashion Dress Co.Ltd;Shun Luen Building,East Inner Village,Tung Chung Town;Guangdong;Shanwei
China;Shaoxing Jinxiang Garments Co. Ltd.;Phoenix Road Chengnan Jiuli Industrial Area;Zhejiang;Shaoxing
China;Shaoxing Maidilang Tie & Accessory Co. Ltd.;No. 267 Xianhu Road, Shengzhou Economy Development ;Zhejiang;Shaoxing
China;Shengzhou Shuangli Necktie & Weaving;No.98, Jing Er Road, City East Economic Development Zone;Zhejiang;Shengzhou
China;Shengzhou Xingbaili Necktie & Garment;East Area of Shengzhou Economy Development Zone;Zhejiang;ShaoxingChina;Shenzen Tian Bangda Fashion Ltd.;6/F No.17 Bld, 1 Xian Li, Uxian 2Rd, Baoan 71 District;Guangdong;Shenzhen
China;Shenzhen Lin Shi Hengli Shoes;Lialong Industrial Park, Pingxi, Pingdi Town, Longgang District;Guangdong;Shenzhen
China;Shing Fat Underwear;Industry Road, JiuZhouJi, Xiao Lan Tower;Guangdong;Zhongshan
China;Shing On (Fujian Shoes);1st Industrial Zone, Chendai;Fujian;Jinjiang
China;Shun Na Garments Co. Ltd.;Ningzhou Shi Qi Jian Dao;Zhejiang;Ningbo
China;Shun Tai Plastic & Metal Factory;Dulong Administration Area,Huang Jiang Town;Guangdong;Dongguan
China;Sikeer Ornaments Factory;No.32, Baihu Ind. Zone, Huangzhai Pujiang Factory;Zhejiang;Yiwu
China;Simbo Accessory Factory;Building 16-1, Chengdian New Village;Zhejiang;Yiwu
China;Sinoer Menswear Co. Ltd.;Donghuan Road,Zucheng;Shandong;Jining
China;Sinosky Apparel Co.Ltd;No.28 Qihui Road, Agriculture Development Zone;Zhejiang;Haining
China;Skyprinting;Huatai Industrial Park, Dalong Village, Xiegang Town;Guangdong;Dongguan
China;Springfield;No. 3 Hanji Avenue, Shiji, Panyu;Guangdong;Guangzhou
China;St. Delan;No.1366, Niansanli Datong Road;Zhejiang;Yiwu
China;Style Art&Craft;Youhe 2 Lu. 12Hao, Qiujiagoucha Gongyeyuan, Tongjijiedao, Jimo;Shandong;Qingdao
China;Sunkyung Jewelry Co.;Liuting Street, East Liuting Industry Park,Chengyang;Shandong;Qingdao
China;Sunrise Textile;Xiansha Village, Gaobu Town;Guangdong;Dongguan
China;Suntex Garment Huizhou Co. Ltd.;No. 2 Meihu Road, Dazhongtang Xiajiao;Guangdong;Huizhou
China;Suzhou Senhe Apparel & Accessories Co. Ltd;No.6 Xuxiang Road, Vacation Zone;Jiangsu;Xuzhou
China;Taikesi Garment Co. Ltd.;No. 776 Zhengshang Road, Zhongyuan District;Henan;Zhengzhou
China;Tian Lu (Tianheng);No.15 Beiyuan Road, Danyang Economic and Technical Zone;Jiangsu;Zhenjiang
China;Tianjin Kaijia Co.;West Side Big Bridge South Koudong Burg, Baodi District;Tianjin;Tianjin
China;Tianjin Kaixing;Industrial Area, Koudong Village, Baodi County;Tianjin;Baodi 
China;Tonglu Deyi;No 136 West YangTang Road, Old Street;Zhejiang;Tonglu
China;Tonglu Huayi Knitting Co.;Fangbu Industrial Zone, Hengcun Town, Tonglu County,Hangzhou City;Zhejiang;Hangzhou
China;Tonglu Sailin Tops / Hats Knitting Co.;No.7 Liangyuan Road, Jiangnan Economic District, Tonglu;Zhejiang;Tonglu
China;Tonglu Xihongshi Garment Co. Ltd.;Binjang Economic Development Area, Jiuxian Street, Tonglu County;Zhejiang;Tonglu
China;Tongxiang Hengsheng Shoes Co.;No. 66 Xingyuan Road, Xinxingji Town, Wuzhen;Zhejiang;Jiaxing
China;Tongxiang Town Story Scarf and App.;No. 320 National Road, East Side, Hongqi Village, Fengming Street, Tongxiang City;Zhejiang;Jiaxing
China;Wai Lee Manufactory;Xian Cun, Xin Tong, Zengcheng;Guangdong;Guangzhou
China;Wai-Lon Garment Factory;96 Fukdong Road, Futian Town;Guangdong;Huizhou
China;Weihai Dishang Huajin Garments Co.Ltd;No 220 Huoju Road, High Tech Development Zone ;Shandong;Weihai
China;Wen You Ren Bag Industry ;Block C1 Bao Long Industrial Estate, 435  Da Lang Road South;Guangdong;Shenzhen
China;Wenji Cosmetics Co. Ltd.;No. 121 Changfu Road, Suxi Town;Zhejiang;Yiwu
China;Wenzhou Ouhai Longfeng Glasses;2 Wenzhou Avenue ;Zhejiang;Wenzhou
China;Wenzhou Tebang Leather Co.;No 2 Shenzen Road, Xianyan Industrial Zone;Zhejiang;Wenzhou
China;Wenzhou Tianchang Glasses;No.119,Yandang East Road,Longwan Economical & Technological Development Zone;Zhejiang;WenzhouChina;Wenzhou Tongyishouge Trading Co. Ltd.;Wenzhou Bridge Industrial District, Yueqing;Zhejiang;Wenzhou
China;Wenzhou Union Fashion Industry Co.;Ouhai Louqiao Industrial Zone;Zhejiang;Wenzhou
China;Wenzhou Xinyu (Romantic Girl) Shoes Co.;No.17 Fuquan Road Sanxi Industrial Area (Qu Xi) Ouhai Economic Development Zone ;Zhejiang;Wenzhou
China;Wenzhou Yangcheng Leather & Clothes;Qing’ao Industry Zone, Shuitou Town, Pingyang;Zhejiang;Wenzhou
China;Winsun (Haininghi Hongye Zhenzhi);No. 16 Bihai Road, Xiashi Town;Zhejiang;Haining
China;Wu Xi Yin Ye Zhen Zhi You Xian Gong Si;District B, Machinery & Industrial Zone, Yangjian Town;Jiangsu;Wuxi
China;Wuxi Everbright Fashion Co.;No. 568-8 Chunhui Road, Huishan Economic Development Zone;Jiangsu;Wuxi
China;Wuxi Feiyang Fashion Textile Co. Ltd. ;Zone A, Yangjian Industrial Zone;Jiangsu;Wuxi
China;Wuxi Meiyjia Craft Dress Factory;Ganyu Road, Ehu Town;Jiangsu;Wuxi
China;Wuxi Minerva Knitted Fashion Co.;No. 709 Jincheng Road;Jiangsu;Wuxi
China;Wuxi Qi Sheng Knitted Gloves Factory;Xihu Road North, Lian Village, Yangjian Town;Jiangsu;Nanjing
China;Wuxi Yongyi Industrial Products Co;1 Chunhui Road, Xishan Economic Development Zone;Jiangsu;Wuxi 
China;Xiamen Fuming Optical Ind. Co. Ltd.;375-379 Dutain Road, Jimei Northern Industry Park;Fujian;Xiamen
China;Xiamen Hondar Umbrella Industrial;368, Tongji North Road;Fujian;Xiamen
China;Xin Fai Ta Clothing ;Gurao Industrial Zone,Gurao Chaoyang;Guangdong;Shantou
China;Xize Fashion Accessories Co.;No. 76 Suxin Road, Suxi Town;Zhejiang;Yiwu
China;Yangzhou Baifa Caps Co. Ltd.;No.20 Zhengyanggang Road, Lidian Town, Guanglin District;Jiangsu;Yangzhou
China;Yangzhou Hengtong Caps & Gloves;No.18 Jinshan Road,Bali Town,Economic and Developing Area;Jiangsu;Yangzhou
China;Yangzhou Huayuan Clothing Co. Ltd;No 15 Shawan South Road, Guangling Industries;Jiangsu;Yangzhou
China;Yangzhou Linghang Textile Co. Ltd;Pu Tou Town, Jiangdu City;Jiangsu;Yangzhou
China;Yantai Shichao Garment Co.,Ltd. ;Zhifang Village, Fengcheng Town, Haiyang City;Shandong;Yantai
China;Yi Yu Fat Knit Underwear Factory;Shin Po Estate, Mei Huan Road Chaoyang;Guangdong;Shantou
China;Yiheng Jewelry;16 Dancheng Road, Beyuan Industrial Park;Zhejiang;Yiwu
China;Yiwu HuiXiang Leather Co. Ltd.;No.12 Wuhua Road, Heyetang District;Zhejiang;Yiwu
China;Yiwu JiaYia Accessories Co. Ltd.;No. 103, QiushiRoad,Beiyuan Industrial Part;Zhejiang;Yiwu
China;Yiwu Nujie Co.;No. 199 Sufu Road;Zhejiang;Yiwu
China;Yixing Yidie Knitting Co.;No. 1 Yidie Road, Industrial Zone, Xinjian Town;Zhejiang;Yixing
China;Z.B. Accessory Knit;Hengcun Town;Zhejiang;Hangzhou
China;Zhangjiagang Ruida Garment;No.89 Daxin Old Street Daxin Town, Zhangjiagang;Jiangsu;Suzhou 
China;Zhangjiagang Sianso;Xixin Industry Zone, Sigang Town;Jiangsu;Zhangjiagang
China;Zhangjiang Jiamei Knitting Clothing Co. Ltd;North Street, Miaoqiao Town;Jiangsu;Suzhou 
China;Zhejiang Chao Lei Leather Co. Ltd ;Dongou Industrial District, Oubei Town, Yongjia County;Zhejiang;Wenzhou
China;Zhejiang Fengguang Textile Co. Ltd.;No.12 Likai Road;Zhejiang;Shaoxing
China;Zhejiang Glory Garments;No 18 Fengbei Road Fengqiao Town;Zhejiang;Zhuji
China;Zhejiang Goldtop Hat & Fashion;No.5, 2nd Danchen Road, Beiyuan Industrial Zone, Yiwu City, Zhejiang;Zhejiang;Yiwu
China;Zhejiang Huabang Garment Co. Ltd.;No.1 Zhengjiadou, Xingfuqiao;Zhejiang;HangzhouChina;Zhejiang Jiarong Socks;No.99 West Wangyuan Road Taozhu Street;Zhejiang;Zhuji
China;Zhejiang Jinshi Leather Craft Co.;No. 20, Yandang West Road, Longwan Development Zone;Zhejiang;Wenzhou
China;Zhejiang Mingfuer Dress Co. Ltd.;No. 17 Chuangye Road, Chengxi;Zhejiang;Hangzhou
China;Zhejiang Reeddy Raiment. Co.Ltd;No 50 Suhua Street, Yiwu Industrial Park, Suxi Town;Zhejiang;Yiwu
China;Zhejiang Shenli Textile Goods Co. Ltd. ;No. 100 Tashan Road, Yinan Industry Zone;Zhejiang;Yiwu
China;Zhejiang Sunrising Trading and Development ;Healthy Industrial Park, Anji Economic Development Zone, Anji County;Zhejiang;Huzhou
Co. Ltd.
China;Zhejiang Tongxiang Xinqianxi Fashion Co. Ltd.;Chunlei Bridge, Chongfu Town, Tongxiang;Zhejiang;Jiaxing
China;Zhejiang Trimax International Group;No 900 Huzhi Road, Huanzhu Industrial Garden;Zhejiang;Huzhou
China;Zhejiang Yingqier Knitting Co. Ltd;Caota Industry Zone;Zhejiang;Zhuji
China;Zhejiang Yongan Garment Co. Ltd ;Fourth Floor, Building 2, No 8 Wanjia Road, Qiaosi Street, Yuhang District;Zhejiang;Hangzhou
China;Zhejiang Zhongyimei Industry Co. Ltd.;No.12 North Road, Xinguang Qingkou;Zhejiang;Yiwu
China;Zhenjiang New Sansen (Xinsanseng) Garment ;Xi Lu Town, Dan Tu New District;Jiangsu;Zhenjiang
Co-Ltd
China;Zhongshan Fulin Cosmetics Co. Ltd.;Dong-Rui Industrial Park, Dong-Cheng Rd., Dong-Sheng Village;Guangdong;Zhongshan
China;Zhuji Dafengche Children Socks Co. Ltd.;NO. 189 Road Wangyun West Road;Zhejiang;Zhuji
China;Zhuji Dahe Garment;No.18, Rongma Road, Zhuji Economic Development Zone;Zhejiang;Zhuji
China;Zhuji Jaiyao Socks Co.Ltd;No. 28 West Wangyun Road;Zhejiang;Zhuji
China;Zhuji Meng Li Te Knitting Products;ShangZhang Village, Grass Tower Town;Zhejiang;Zhuji
China;Zhuji Shuma;Jinjia, Zhuji, Zhejiang 3111800;Zhejiang;Zhuji
China;Zhuji Three Star Socks Industry Co.;No. 101 Shangjian Road, Datang Town;Zhejiang;Zhuji
China;Zongshan Da Chong LiFu;Nanwen No.2 Industrial Area, Dachong Town;Guangdong;Zhongshan
China;Zuhai Kslong;"No.2372 Technology Industrial Cell, Meihua West Road,;Xiangzhou”;Zhuhai Guangdong
China;Zuhai Win Fung Knitting;Qilong Hill, Namen Village, Doumen;Guangdong;Zhuhai
Egypt;Eurotex Garments;Port Said Public Free Zone;Port Said;Port Said
Egypt;Wagdy Moamen & Parteners for Textile Industry;"3 Eskan El Shabab Street, Industrial Zone B & G, Block 22009, No.3;Cairo;Obour City
Greece;Smile Cosmetic Vosmandros Dim. Ltd;6 Th Klm Thessaloniki-Oreokastro 54008 Thessaloniki;Thessaloniki;Thessaloniki
India;3A Clothing Subsidiary Nenu Hold.;Plot No. 107, Phase 6, Sector 37, Udyog Vihar;Gurgaon;Haryana
India;Akriti Apparels ;Plot No. 9, Sector 27A, Mathura Road;Faridabad;Haryana
India;Akriti Apparels ;Unit 3 - Sikri Ballabgarh 42nd Milestone Mathura Road village Sikri Ballabhgarh;Faridabad;Haryana
India;Aquarelle Factory 1;1/1&51/1 Kallabula Village, Jigani Hobli, Anekal Taluk;Bangalore;Karnataka 
India;Aquarelle Factory 2;25/1 Kempanayakanahalli, Jigani Hobli, Anekal Taluk;Bangalore;Karnataka 
India;CBC Fashions Unit II ;480/1B, Ayyampalayam Road, Chettipalayam, Dharapuram Road;Tirupur;Tamil Nadu
India;Connection Exports;B-47, Sector 88;Noida;Uttar Pradesh
India;Couple International;B-41, Sector 8;Noida;Uttar Pradesh
India;CTA Apparels ;C-32, Sector 58, Phase III;Noida;Uttar PradeshIndia;CTA Apparels ;D-235, Sector 63, Phase III;Noida;Uttar Pradesh
India;Eastman;D-78, Panickampalayam ;Perundurai;Tamil Nadu
India;Ess & Bee International;Plot No. 669-670, Udyog Kendra;Gurgaon;Haryana
India;Expoknits International;SF. No. 42-43, Door No. 8/95-F, Mahavishnu Nagar, Angeripalayam;Tirupur;Tamil Nadu
India;Global Mode and Accessories ;B-2, Sector 65;Noida;Uttar Pradesh
India;Global Mode and Accessories ;C -54, Sector 58;Noida;Uttar Pradesh
India;Greenway Clothing;27/1, N.V.B.Lay-Out, Andipalayam ;Tirupur;Tamil Nadu
India;KM Knitwear Unit-1;14 E,F Lakshmi Nagar, 1st Street,City Garden;Tirupur;Tamil Nadu
India;Laguna Clothing (Kalegowdadoddi);143/2,Kalegowdanadoddi,Seegekote, Satnur Road, Kanakapura Taluk;Bangalore;Karnataka 
India;Maya Exports ;Unit B 4/5 D-212, Sector 63;Noida;Uttar Pradesh
India;MIG International;A-18, Sector 4;Delhi;NCR
India;MKH Export ;882,  Udyog  Vihar,  Phase  V;Gurgaon;Haryana
India;Panache;327/304, Darul Hasnat, Ehsan Enclave;Jajmau;Uttar Pradesh
India;Paramount Products Noida;B-35, Hoisery Complex, Nodia Phase II, Gautham Budh Nagar;Noida;Uttar Pradesh
India;Paramount Products Okhla;A-57/1, Okhla Industrial Area, Phase II;Ohkla;NCR
India;Pure Cotz Eco Lifestyles ;28, 30 & 31 GIDC Expansion Area, 52 Hectors Umbergaon;Valsad;Gujarat
India;Radnik;D-144, Sector 63;Noida;Uttar Pradesh
India;Radnik;D-175, Sector 63;Noida;Uttar Pradesh
India;Rahul Fashions;D-391, Sector 10;Noida;Uttar Pradesh
India;Rangi international;D 3/4 Okhla Industrial Area, Ph II;Delhi;NCR
India;Raymond;No. 4/2A, 2B & 5/3A & 3B, Gundapura Village, Kasaba Hobli, Gaurubidanur Taluk;Chickballapur;Karnataka 
India;Sawhney Global Creations ;B-144, Ohkla Industrial Area, Phase I;Okhla;NCR
India;Shahi Exports ;F-2, 15/1 Main Mathura Road ;Faridabad;Haryana
India;Silver Spark Apparel ;Sr.56, Majara Hosahalli, Behind KIADB, Industrial Estate, Veerapura Post, Doddaballapur;Bangalore;Karnataka 
India;Ventura Garments;1/455, Ram Reddy Thottam, Periyandipalayam, Mangalam Road;Tirupur;Tamil Nadu
India;Venudbhai Enterprise;Plot No. 126, Udyog Vihar, Phase IV;Gurgaon;Haryana
India;Vinty Impex;A-57, Okhla Industrial Area, Phase I;Delhi;NCR
Italy;Bombana Livio;Via Monaci Olivetani, N. 4 46040 Guidizzolo (MN) ;Montova;Lombaria
Italy;Calzificio Ilary;Via Don Zanetti 12/14, 25010 Visano BS;Lombardia;Visano
Italy;Calzificio Primato;Strada Acquafredda 24-46042 Castel Goffredo;Lombardia;Castel Goffredo
Italy;Calzificio San Giacomo SNC di Bertesso Giuseppa;Via Trento 6, 25022 Borgo San Giacomo, Brescia;Lombardia;Borgo San Giacomo
Italy;Cintirifico GP & Max;Viale Impero Area Ex Sevel Consorzio il Sole, Pomigliano d Arco;Pomigliano d'Arco;Pomigliano d'Arco
Italy;Gizeta Calze Srl;Via Franca 7/9, Castel Gofreddo, Lombardia, Montova;Montova;Lobardia
Italy;Marygold SRL;Via Circ. Cavallara 8/a, Solferino;Mantova;Solferino
Italy;Nuova Tintoria Romani;Remedello, BS;Remedello;Remedello
Italy;Pantytex Spa;Via Damiano Chiesa 92/98, 20026 Novate Milanese (MN);Italy;MilanoItaly;Viola Calzificio SPA;Via Castel Goffredo, 18 25010 Aquafredda;Acquafredda;Acquafredda
Korea;C&Tech Corporation;"34 Sandan-ro, Pyeongtaek-si, Gyeonggi-do;Gyeonggi-do
Korea;Dae Yang;625 Idonggyo-3RI, Sohol-Eup Pocheon-Si Gyeonggi-Do;Gyeonggi-Do;Pocheon-si
Korea;Daeshin Textile;3781,Seognam-dong,Jungwon-gu, Seognam-si, Gyeonggi-do;Gyeonggi-Do;Seongnam-dong
Korea;DongSeo Textile;142-20 Mok Dong Gwangjusi;Gyeonggi-Do;Gwangju-si
Korea;Hwajin & Co;128-3 Maecheon-dong, Buk-ku, Taegu ;Taegu;Buk-ku
Korea;J-Fashion Corporation;304-, Ma-dong, Iksan-si, Jeollabuk-do;Jeollabuk-do;Iksan 
Korea;Socks Codi;274-3 Dae Ssangnyeong-Ri,Chowol-Eup,Gwangju-Si;Gyeonggi-Do;Gwangju-si
Korea;YuJune Textile;362-56,Cheonho-dong, Gangdong-gu;Seoul;Gangdong-gu
Latvia;Solutions;5 Varnu Street, Riga;Riga;Riga
Norway;Arena AS Søgne;Linnegrøvan 34, 4640, Søgne;Søgne;Søgne
Norway;Janusfabrikken;Stephansens Veg 35, 5267 Espeland;Bergen;Bergen
Pakistan;Crescent Bahuman ;Lahore-Sargodha Road, Bahuman, 52181;Lahore;Punjab
Pakistan;Sughran Impex Sialkot;Kacha Shahabpura Road, Small Industrial Estate, 51310;Sialkot;Punjab
Pakistan;VIP Wear;Saidpur Gondal Road, 51310;Salikot;Punjab
Portugal;Calçado Pedreira;Sorte Pedreira, 4650-280 Felgueiras;Porto;Porto
Portugal;Cramil Confeccoes SA;Apartado 135, Aldeira de Johanes, 6234-909, Fundao;Fundao;Fundao
Portugal;Maximo Internacional;Lugar Da Longra, Felgueiras, 4650-328 Rande;Porto;Porto
Romania;Tricostar SRL;Str. Vamii, No. 47, Oradea, Judetul Bihor;Judetul Bihor;Judetul Bihor
Serbia;Italtex Intimo D.O.O.;Privrendo Drustvo Novobecejski Put B.B 23273 Novo;Vojvodina;Vojvodina
Serbia;Jeanci Serbia D.o.o;Tekstilna 57;Lescovac;Jablanica
Sri Lanka;Eskimo Fashion Knitwear Lanka;44/16, Baseline Road, Kadirana North;Negombo;Negombo Division
Thailand;Goldmine Garment;1999,1999/1-2,Moo 7,Sukhmvit 107 Rd,Umpure Muang,Samutprakan 10270 ;Samutprakan;Bangkok
